PriorityRank,EmployeeNumber,AttritionPropensity,Flagged,RiskBand,ReplacementLiability,ExpectedLoss,JobRole,Department,OverTime,JobLevel,YearsAtCompany,YearsSinceLastPromotion,StockOptionLevel,ActualOutcome_ValidationOnly
267,566,0.6825,0,Critical,86168,58812.0,Human Resources,Human Resources,No,1,1,0,0,Left
268,1801,0.6779,1,Critical,86168,58414.0,Sales Executive,Sales,No,2,2,2,0,Stayed
269,1234,0.6779,1,Critical,86168,58412.0,Laboratory Technician,Research & Development,No,1,2,2,1,Stayed
270,190,0.6779,1,Critical,86168,58411.0,Laboratory Technician,Research & Development,No,1,5,0,0,Left
271,399,0.6774,1,Critical,86168,58369.0,Sales Representative,Sales,No,1,2,2,1,Stayed
272,738,0.6773,1,Critical,86168,58364.0,Sales Representative,Sales,No,1,2,2,1,Stayed
273,1036,0.6758,1,Critical,86168,58230.0,Sales Executive,Sales,Yes,2,1,0,0,Stayed
274,893,0.6748,1,Critical,86168,58146.0,Sales Representative,Sales,No,1,2,1,1,Stayed
275,216,0.6742,1,Critical,86168,58094.0,Sales Representative,Sales,No,1,4,1,1,Stayed
276,555,0.674,0,Critical,86168,58080.0,Sales Representative,Sales,No,1,2,1,1,Left
277,1100,0.6738,1,Critical,86168,58064.0,Sales Executive,Sales,Yes,3,8,4,0,Left
278,1733,0.6737,0,Critical,86168,58050.0,Sales Executive,Sales,Yes,2,2,2,3,Left
279,1950,0.6728,1,Critical,86168,57975.0,Sales Executive,Sales,No,3,14,2,0,Stayed
280,1131,0.6719,1,Critical,86168,57893.0,Research Scientist,Research & Development,Yes,1,2,2,0,Stayed
281,359,0.6716,0,Critical,86168,57874.0,Laboratory Technician,Research & Development,No,1,5,0,0,Stayed
282,585,0.6716,1,Critical,86168,57872.0,Sales Representative,Sales,No,1,3,1,0,Stayed
283,652,0.6708,1,Critical,86168,57805.0,Laboratory Technician,Research & Development,No,2,3,0,0,Stayed
284,1292,0.6694,0,Critical,86168,57678.0,Research Scientist,Research & Development,Yes,2,1,0,0,Stayed
285,799,0.6682,1,Critical,86168,57576.0,Manufacturing Director,Research & Development,Yes,2,5,1,2,Stayed
286,1997,0.6679,1,Critical,86168,57549.0,Manufacturing Director,Research & Development,No,2,8,7,1,Stayed
287,650,0.6673,0,Critical,86168,57500.0,Sales Executive,Sales,No,2,3,1,0,Left
288,1587,0.667,1,Critical,86168,57478.0,Healthcare Representative,Research & Development,Yes,2,5,0,0,Stayed
289,1967,0.6661,1,Critical,86168,57399.0,Sales Executive,Sales,Yes,2,10,0,0,Left
290,411,0.6648,1,Critical,86168,57287.0,Sales Representative,Sales,No,1,0,0,0,Stayed
291,565,0.6591,1,Critical,86168,56789.0,Research Scientist,Research & Development,No,1,2,1,0,Left
292,1113,0.659,1,Critical,86168,56781.0,Sales Executive,Sales,Yes,2,0,0,0,Left
293,355,0.6589,1,Critical,86168,56772.0,Laboratory Technician,Research & Development,No,1,5,1,0,Left
294,1856,0.658,1,Critical,86168,56694.0,Laboratory Technician,Research & Development,No,1,2,2,0,Stayed
295,1394,0.6572,1,Critical,86168,56632.0,Research Scientist,Research & Development,Yes,1,6,1,0,Stayed
296,1853,0.6564,1,Critical,86168,56564.0,Sales Executive,Sales,No,2,0,0,0,Stayed
297,1048,0.6551,1,Critical,86168,56450.0,Manager,Sales,Yes,3,6,0,1,Stayed
298,1850,0.6549,1,Critical,86168,56431.0,Laboratory Technician,Research & Development,Yes,1,5,0,0,Stayed
299,243,0.6545,1,Critical,86168,56398.0,Laboratory Technician,Research & Development,No,1,1,1,0,Left
300,1933,0.6542,1,Critical,86168,56370.0,Sales Executive,Sales,Yes,2,2,2,0,Left
301,5,0.6538,0,Critical,86168,56340.0,Research Scientist,Research & Development,Yes,1,8,3,0,Stayed
302,91,0.6537,1,Critical,86168,56329.0,Sales Executive,Sales,No,2,4,1,0,Stayed
303,656,0.6536,1,Critical,86168,56319.0,Sales Executive,Sales,Yes,2,3,1,1,Stayed
304,1551,0.6529,1,Critical,86168,56261.0,Laboratory Technician,Research & Development,No,1,1,0,3,Stayed
305,364,0.6529,1,Critical,86168,56256.0,Laboratory Technician,Research & Development,No,1,0,0,0,Left
306,62,0.6499,0,Critical,86168,56001.0,Sales Executive,Sales,Yes,2,9,0,0,Stayed
307,7,0.6495,1,Critical,86168,55962.0,Laboratory Technician,Research & Development,No,1,2,2,1,Stayed
308,120,0.6477,0,Critical,86168,55813.0,Sales Executive,Sales,Yes,2,10,1,0,Stayed
309,343,0.6476,1,Critical,86168,55805.0,Healthcare Representative,Research & Development,No,3,19,11,0,Stayed
310,426,0.6476,0,Critical,86168,55799.0,Research Scientist,Research & Development,Yes,1,2,2,1,Stayed
311,1612,0.6464,0,Critical,86168,55697.0,Sales Executive,Sales,No,2,10,4,1,Stayed
312,1576,0.6456,1,Critical,86168,55633.0,Research Scientist,Research & Development,No,1,8,7,1,Stayed
313,297,0.6455,1,Critical,86168,55622.0,Research Scientist,Research & Development,Yes,1,5,0,0,Left
314,1052,0.6447,1,Critical,86168,55549.0,Laboratory Technician,Research & Development,No,2,1,0,1,Left
315,282,0.6423,1,Critical,86168,55346.0,Healthcare Representative,Research & Development,Yes,2,1,0,0,Left
316,1762,0.6416,1,Critical,86168,55288.0,Research Scientist,Research & Development,No,1,1,0,1,Stayed
317,665,0.641,1,Critical,86168,55231.0,Human Resources,Human Resources,No,2,2,0,0,Stayed
318,1992,0.6401,0,Critical,86168,55160.0,Laboratory Technician,Research & Development,Yes,1,2,0,1,Stayed
319,492,0.6397,1,Critical,86168,55125.0,Sales Executive,Sales,Yes,2,6,1,2,Left
320,1371,0.6395,0,Critical,86168,55106.0,Sales Executive,Sales,No,2,6,0,0,Stayed
321,404,0.6393,0,Critical,86168,55085.0,Sales Executive,Sales,No,4,20,4,1,Stayed
322,1467,0.6389,0,Critical,86168,55055.0,Human Resources,Human Resources,No,1,2,2,0,Left
323,1405,0.6381,0,Critical,86168,54984.0,Research Scientist,Research & Development,Yes,1,8,7,0,Left
324,1195,0.637,0,Critical,86168,54890.0,Research Scientist,Research & Development,Yes,1,3,0,1,Stayed
325,1680,0.6368,0,Critical,86168,54872.0,Sales Representative,Sales,No,1,2,0,0,Stayed
326,644,0.6353,0,Critical,86168,54739.0,Manager,Human Resources,No,5,32,10,1,Stayed
327,1548,0.635,1,Critical,86168,54713.0,Sales Executive,Sales,No,2,8,7,0,Stayed
328,862,0.6344,0,Critical,86168,54664.0,Sales Executive,Sales,Yes,3,5,0,1,Stayed
329,1436,0.6337,1,Critical,86168,54602.0,Sales Executive,Sales,No,2,3,0,2,Stayed
330,941,0.6319,0,Critical,86168,54453.0,Sales Representative,Sales,No,1,7,5,0,Stayed
331,1987,0.6312,1,Critical,86168,54386.0,Human Resources,Human Resources,No,1,2,1,0,Stayed
332,240,0.6307,1,Critical,86168,54350.0,Sales Executive,Sales,Yes,2,5,0,1,Stayed
333,433,0.63,1,Critical,86168,54284.0,Research Scientist,Research & Development,No,2,8,7,0,Left
334,119,0.6294,1,Critical,86168,54237.0,Healthcare Representative,Research & Development,No,4,22,11,1,Stayed
335,1932,0.628,1,Critical,86168,54114.0,Research Scientist,Research & Development,Yes,2,15,6,0,Stayed
336,1509,0.6276,1,Critical,86168,54076.0,Laboratory Technician,Research & Development,No,2,3,1,1,Stayed
337,944,0.6246,0,Critical,86168,53816.0,Laboratory Technician,Research & Development,No,3,26,1,1,Stayed
338,2064,0.6239,1,Critical,86168,53759.0,Manufacturing Director,Research & Development,Yes,2,6,0,1,Stayed
339,1720,0.6229,0,Critical,86168,53672.0,Research Scientist,Research & Development,No,1,5,1,1,Stayed
340,169,0.6214,1,Critical,86168,53545.0,Laboratory Technician,Research & Development,No,1,2,2,1,Stayed
341,635,0.6212,1,Critical,86168,53524.0,Manufacturing Director,Research & Development,No,2,6,4,1,Stayed
342,1435,0.6196,1,Critical,86168,53387.0,Laboratory Technician,Research & Development,No,2,10,1,0,Stayed
343,328,0.6184,1,Critical,86168,53289.0,Laboratory Technician,Research & Development,No,1,9,1,0,Left
344,1275,0.6164,1,Critical,86168,53117.0,Research Scientist,Research & Development,Yes,1,8,2,0,Stayed
345,2009,0.6159,1,Critical,86168,53068.0,Healthcare Representative,Research & Development,Yes,2,9,8,1,Stayed
346,392,0.6148,1,Critical,86168,52976.0,Laboratory Technician,Research & Development,Yes,1,1,0,1,Left
347,1173,0.6148,1,Critical,86168,52975.0,Laboratory Technician,Research & Development,No,1,4,1,0,Stayed
348,1070,0.6129,0,Critical,86168,52816.0,Sales Executive,Sales,No,3,9,7,1,Stayed
349,201,0.6119,0,Critical,86168,52725.0,Laboratory Technician,Research & Development,No,1,1,0,0,Stayed
350,1148,0.6085,0,Critical,86168,52432.0,Laboratory Technician,Research & Development,No,2,1,0,0,Stayed
351,1797,0.6075,1,Critical,86168,52346.0,Sales Executive,Sales,Yes,2,10,7,0,Left
352,1533,0.607,1,Critical,86168,52302.0,Laboratory Technician,Research & Development,No,2,4,1,0,Stayed
353,1277,0.6065,1,Critical,86168,52259.0,Manager,Sales,Yes,5,24,1,0,Left
354,1542,0.6061,1,Critical,86168,52226.0,Laboratory Technician,Research & Development,No,1,1,0,1,Stayed
355,1203,0.606,1,Critical,86168,52221.0,Research Scientist,Research & Development,Yes,1,0,0,1,Left
356,321,0.6055,1,Critical,86168,52175.0,Human Resources,Human Resources,No,1,2,2,0,Stayed
357,1787,0.6037,1,Critical,86168,52019.0,Sales Executive,Sales,No,2,5,0,2,Stayed
358,88,0.6024,1,Critical,86168,51907.0,Research Scientist,Research & Development,No,1,3,1,1,Stayed
359,1106,0.6016,1,Critical,86168,51837.0,Laboratory Technician,Research & Development,Yes,1,7,5,1,Left
360,889,0.6013,0,Critical,86168,51811.0,Sales Executive,Sales,No,2,10,5,1,Stayed
361,744,0.598,1,High,86168,51524.0,Laboratory Technician,Research & Development,No,1,5,1,0,Stayed
362,903,0.5972,0,High,86168,51458.0,Sales Executive,Sales,Yes,2,7,7,1,Stayed
363,1815,0.597,1,High,86168,51444.0,Sales Executive,Sales,Yes,3,22,13,1,Stayed
364,61,0.5967,1,High,86168,51417.0,Research Scientist,Research & Development,No,1,1,0,0,Stayed
365,1014,0.5962,0,High,86168,51370.0,Healthcare Representative,Research & Development,Yes,3,16,10,1,Stayed
366,1269,0.5962,0,High,86168,51370.0,Research Scientist,Research & Development,Yes,1,1,0,0,Stayed
367,1766,0.5958,0,High,86168,51343.0,Healthcare Representative,Research & Development,Yes,2,1,1,1,Stayed
368,1640,0.5955,0,High,86168,51316.0,Research Scientist,Research & Development,No,1,8,7,1,Stayed
369,193,0.5953,0,High,86168,51300.0,Research Scientist,Research & Development,Yes,2,3,2,0,Stayed
370,1171,0.5952,1,High,86168,51285.0,Sales Executive,Sales,No,2,6,1,0,Stayed
371,1604,0.5945,0,High,86168,51225.0,Laboratory Technician,Research & Development,Yes,1,1,0,3,Left
372,1691,0.5936,1,High,86168,51150.0,Sales Representative,Sales,Yes,1,9,7,2,Left
373,1564,0.5914,1,High,86168,50960.0,Laboratory Technician,Research & Development,No,1,3,1,0,Stayed
374,763,0.5913,1,High,86168,50952.0,Research Scientist,Research & Development,Yes,1,4,2,0,Stayed
375,124,0.5911,0,High,86168,50935.0,Healthcare Representative,Research & Development,Yes,3,10,9,1,Stayed
376,1657,0.5908,0,High,86168,50909.0,Sales Representative,Sales,No,1,2,2,0,Stayed
377,1448,0.5901,0,High,86168,50844.0,Research Scientist,Research & Development,Yes,1,4,0,0,Stayed
378,864,0.5898,0,High,86168,50824.0,Sales Executive,Sales,Yes,3,5,0,1,Stayed
379,686,0.5891,0,High,86168,50763.0,Laboratory Technician,Research & Development,Yes,1,3,0,1,Stayed
380,517,0.5885,0,High,86168,50709.0,Laboratory Technician,Research & Development,No,1,5,1,1,Stayed
381,267,0.5877,0,High,86168,50640.0,Research Scientist,Research & Development,Yes,1,8,1,1,Stayed
382,513,0.586,0,High,86168,50494.0,Sales Executive,Sales,No,3,10,9,2,Stayed
383,1563,0.5857,1,High,86168,50471.0,Human Resources,Human Resources,No,2,6,1,0,Stayed
384,1503,0.5847,0,High,86168,50379.0,Sales Executive,Sales,Yes,2,5,1,1,Stayed
385,1633,0.5844,1,High,86168,50359.0,Manufacturing Director,Research & Development,No,2,9,3,0,Stayed
386,1164,0.584,1,High,86168,50320.0,Human Resources,Human Resources,No,1,5,1,0,Stayed
387,316,0.5835,1,High,86168,50283.0,Laboratory Technician,Research & Development,No,1,2,2,0,Stayed
388,494,0.5815,1,High,86168,50109.0,Sales Representative,Sales,No,1,1,0,0,Left
389,10,0.581,0,High,86168,50061.0,Laboratory Technician,Research & Development,Yes,1,1,0,3,Stayed
390,940,0.58,1,High,86168,49975.0,Healthcare Representative,Research & Development,Yes,3,6,0,1,Stayed
391,1172,0.5793,0,High,86168,49920.0,Laboratory Technician,Research & Development,No,1,8,1,1,Stayed
392,104,0.5786,1,High,86168,49859.0,Laboratory Technician,Research & Development,Yes,2,10,3,2,Stayed
393,286,0.5771,0,High,86168,49732.0,Laboratory Technician,Research & Development,No,1,8,1,0,Stayed
394,998,0.5756,1,High,86168,49598.0,Healthcare Representative,Research & Development,Yes,2,6,1,1,Stayed
395,405,0.5754,0,High,86168,49577.0,Laboratory Technician,Research & Development,No,1,0,0,0,Left
396,511,0.5741,0,High,86168,49467.0,Research Scientist,Research & Development,No,1,2,1,1,Stayed
397,920,0.5736,1,High,86168,49425.0,Manufacturing Director,Research & Development,No,2,1,0,1,Stayed
398,530,0.5734,0,High,86168,49406.0,Laboratory Technician,Research & Development,No,1,4,3,1,Stayed
399,1586,0.5719,0,High,86168,49276.0,Laboratory Technician,Research & Development,Yes,1,10,1,0,Stayed
400,1890,0.5706,1,High,86168,49171.0,Human Resources,Human Resources,No,2,10,0,0,Stayed
401,808,0.5703,0,High,86168,49142.0,Sales Executive,Sales,No,2,3,1,1,Stayed
402,533,0.5697,0,High,86168,49088.0,Sales Executive,Sales,No,2,5,4,0,Stayed
403,1792,0.5696,0,High,86168,49080.0,Research Scientist,Research & Development,Yes,1,5,2,3,Left
404,493,0.5695,0,High,86168,49071.0,Research Scientist,Research & Development,Yes,1,2,2,0,Stayed
405,1724,0.5685,1,High,86168,48990.0,Manufacturing Director,Research & Development,Yes,2,1,0,1,Stayed
406,525,0.567,1,High,86168,48859.0,Laboratory Technician,Research & Development,No,1,3,1,1,Stayed
407,78,0.5669,1,High,86168,48845.0,Manufacturing Director,Research & Development,Yes,2,9,7,1,Stayed
408,874,0.5649,1,High,86168,48677.0,Laboratory Technician,Research & Development,Yes,1,3,0,1,Stayed
409,1362,0.5639,1,High,86168,48592.0,Sales Executive,Sales,No,2,15,6,1,Stayed
410,488,0.5633,1,High,86168,48536.0,Sales Executive,Sales,No,2,8,7,0,Left
411,1613,0.5632,0,High,86168,48534.0,Sales Executive,Sales,No,2,5,0,0,Stayed
412,1667,0.5632,1,High,86168,48526.0,Sales Executive,Sales,Yes,2,11,6,0,Left
413,431,0.5625,0,High,86168,48471.0,Healthcare Representative,Research & Development,Yes,4,7,0,0,Stayed
414,1943,0.5617,0,High,86168,48402.0,Sales Executive,Sales,Yes,2,0,0,2,Stayed
415,1098,0.5605,1,High,86168,48297.0,Human Resources,Human Resources,No,3,20,3,1,Left
416,802,0.5599,0,High,86168,48244.0,Research Scientist,Research & Development,Yes,1,5,4,2,Stayed
417,1577,0.557,0,High,86168,47995.0,Research Scientist,Research & Development,No,1,1,0,0,Stayed
418,811,0.5566,0,High,86168,47962.0,Laboratory Technician,Research & Development,Yes,1,0,0,2,Left
419,1251,0.5554,0,High,86168,47861.0,Healthcare Representative,Research & Development,Yes,2,6,0,0,Stayed
420,645,0.5542,0,High,86168,47758.0,Sales Representative,Sales,No,1,7,0,0,Stayed
421,2056,0.554,1,High,86168,47739.0,Sales Executive,Sales,No,4,20,9,1,Stayed
422,1438,0.5537,0,High,86168,47711.0,Research Scientist,Research & Development,No,1,6,1,1,Stayed
423,444,0.5536,0,High,86168,47705.0,Manager,Research & Development,No,5,21,13,1,Stayed
424,1150,0.553,0,High,86168,47654.0,Manufacturing Director,Research & Development,Yes,2,10,1,1,Stayed
425,1936,0.5528,1,High,86168,47637.0,Manufacturing Director,Research & Development,No,2,10,7,1,Stayed
426,423,0.5509,0,High,86168,47467.0,Research Scientist,Research & Development,Yes,1,5,0,1,Stayed
427,662,0.5488,0,High,86168,47288.0,Research Scientist,Research & Development,No,1,0,0,0,Stayed
428,449,0.5484,0,High,86168,47253.0,Sales Executive,Sales,Yes,2,5,1,1,Stayed
429,437,0.5483,0,High,86168,47244.0,Sales Executive,Sales,Yes,2,5,0,0,Stayed
430,1433,0.5477,0,High,86168,47198.0,Research Scientist,Research & Development,No,1,1,0,0,Left
431,1537,0.5477,0,High,86168,47196.0,Research Scientist,Research & Development,No,1,7,7,0,Left
432,79,0.5477,0,High,86168,47190.0,Laboratory Technician,Research & Development,No,2,10,9,0,Stayed
433,1333,0.5452,0,High,86168,46981.0,Laboratory Technician,Research & Development,No,1,3,1,0,Left
434,2012,0.5419,0,High,86168,46698.0,Laboratory Technician,Research & Development,No,1,1,0,2,Stayed
435,1049,0.5416,0,High,86168,46668.0,Human Resources,Human Resources,No,1,6,0,0,Stayed
436,1639,0.5409,0,High,86168,46607.0,Sales Executive,Sales,No,3,13,6,0,Left
437,805,0.54,0,High,86168,46535.0,Sales Representative,Sales,No,1,3,0,1,Stayed
438,1507,0.5398,0,High,86168,46510.0,Sales Executive,Sales,No,2,4,1,0,Stayed
439,1447,0.5397,0,High,86168,46508.0,Laboratory Technician,Research & Development,No,1,5,0,1,Stayed
440,587,0.5393,0,High,86168,46466.0,Healthcare Representative,Research & Development,No,3,1,0,0,Left
441,1492,0.5387,0,High,86168,46421.0,Sales Representative,Sales,No,1,1,0,1,Stayed
442,453,0.5383,0,High,86168,46388.0,Sales Executive,Sales,Yes,2,4,0,3,Stayed
443,600,0.5363,0,High,86168,46214.0,Sales Executive,Sales,No,2,11,6,0,Stayed
444,1136,0.5349,0,High,86168,46087.0,Research Scientist,Research & Development,No,1,5,0,0,Stayed
445,922,0.5343,0,High,86168,46038.0,Sales Representative,Sales,No,1,2,0,0,Left
446,1818,0.5335,0,High,86168,45966.0,Human Resources,Human Resources,Yes,1,5,1,0,Left
447,1647,0.5317,0,High,86168,45814.0,Research Scientist,Research & Development,No,1,3,0,0,Stayed
448,1003,0.5307,0,High,86168,45726.0,Sales Executive,Sales,Yes,2,9,0,0,Stayed
449,284,0.5284,0,High,86168,45532.0,Research Scientist,Research & Development,Yes,1,4,2,1,Stayed
450,1833,0.5281,0,High,86168,45503.0,Sales Executive,Sales,No,3,3,2,2,Stayed
451,1291,0.5279,0,High,86168,45490.0,Research Scientist,Research & Development,Yes,1,3,2,0,Stayed
452,1779,0.5276,0,High,86168,45459.0,Sales Executive,Sales,No,2,2,2,0,Stayed
453,848,0.5274,0,High,86168,45446.0,Research Scientist,Research & Development,Yes,1,8,1,1,Left
454,1710,0.5245,0,High,86168,45198.0,Sales Representative,Sales,No,2,13,6,0,Stayed
455,1740,0.5235,0,High,86168,45110.0,Manager,Sales,No,5,21,12,0,Stayed
456,155,0.5235,0,High,86168,45107.0,Laboratory Technician,Research & Development,No,1,1,0,1,Stayed
457,49,0.522,0,High,86168,44977.0,Sales Representative,Sales,No,1,2,2,0,Stayed
458,41,0.5207,0,High,86168,44865.0,Laboratory Technician,Research & Development,No,1,10,1,0,Stayed
459,128,0.5185,0,High,86168,44678.0,Sales Executive,Sales,No,2,3,0,1,Stayed
460,1030,0.5178,0,High,86168,44620.0,Laboratory Technician,Research & Development,No,1,1,0,0,Stayed
461,729,0.5168,0,High,86168,44532.0,Sales Executive,Sales,Yes,3,18,1,1,Stayed
462,604,0.5167,0,High,86168,44524.0,Sales Executive,Sales,Yes,2,6,0,0,Stayed
463,1434,0.5166,0,High,86168,44512.0,Laboratory Technician,Research & Development,No,1,5,1,0,Stayed
464,1599,0.5165,0,High,86168,44508.0,Laboratory Technician,Research & Development,No,1,6,0,1,Stayed
465,538,0.5164,0,High,86168,44500.0,Laboratory Technician,Research & Development,No,1,2,0,1,Left
466,1714,0.5144,0,High,86168,44327.0,Human Resources,Human Resources,No,1,1,0,1,Left
467,951,0.5141,0,High,86168,44303.0,Laboratory Technician,Research & Development,No,1,3,0,0,Stayed
468,463,0.5092,0,High,86168,43880.0,Sales Executive,Sales,Yes,2,7,1,2,Stayed
469,1387,0.509,0,High,86168,43862.0,Sales Executive,Sales,No,2,5,0,1,Stayed
470,700,0.5074,0,High,86168,43725.0,Research Scientist,Research & Development,No,1,4,1,0,Stayed
471,584,0.5067,0,High,86168,43664.0,Laboratory Technician,Research & Development,No,1,4,1,3,Left
472,829,0.5064,0,High,86168,43637.0,Human Resources,Human Resources,No,1,5,0,1,Stayed
473,510,0.5053,0,High,86168,43544.0,Research Scientist,Research & Development,No,1,6,0,0,Left
474,934,0.5036,0,High,86168,43396.0,Laboratory Technician,Research & Development,No,1,1,1,2,Stayed
475,24,0.5031,0,High,86168,43355.0,Research Scientist,Research & Development,Yes,1,3,1,0,Stayed
476,1731,0.5019,0,High,86168,43249.0,Sales Executive,Sales,No,2,1,0,1,Stayed
477,1480,0.5009,0,High,86168,43162.0,Laboratory Technician,Research & Development,No,1,12,5,0,Stayed
478,403,0.4993,0,High,86168,43026.0,Research Scientist,Research & Development,Yes,1,4,1,3,Stayed
479,916,0.4991,0,High,86168,43010.0,Sales Executive,Sales,No,2,4,0,0,Stayed
480,389,0.4986,0,High,86168,42963.0,Laboratory Technician,Research & Development,Yes,2,10,0,1,Stayed
481,1937,0.4977,0,High,86168,42883.0,Research Scientist,Research & Development,Yes,2,20,0,1,Stayed
482,21,0.4974,0,High,86168,42861.0,Research Scientist,Research & Development,Yes,1,6,0,2,Stayed
483,1568,0.4967,0,High,86168,42796.0,Sales Executive,Sales,No,3,4,1,1,Stayed
484,97,0.4949,0,High,86168,42641.0,Laboratory Technician,Research & Development,No,1,1,0,0,Stayed
485,1875,0.494,0,High,86168,42564.0,Sales Representative,Sales,No,1,1,0,1,Stayed
486,758,0.4918,0,High,86168,42374.0,Laboratory Technician,Research & Development,No,1,4,0,1,Stayed
487,856,0.4909,0,High,86168,42304.0,Research Scientist,Research & Development,No,1,6,1,0,Stayed
488,1549,0.4906,0,High,86168,42276.0,Laboratory Technician,Research & Development,Yes,2,15,5,1,Stayed
489,1011,0.4905,0,High,86168,42264.0,Manufacturing Director,Research & Development,No,2,4,0,1,Stayed
490,900,0.4894,0,High,86168,42173.0,Sales Representative,Sales,No,1,5,0,1,Stayed
491,591,0.4893,0,High,86168,42166.0,Laboratory Technician,Research & Development,No,1,2,2,1,Stayed
492,1974,0.4887,0,High,86168,42112.0,Laboratory Technician,Research & Development,Yes,1,1,0,3,Stayed
493,1185,0.4885,0,High,86168,42096.0,Laboratory Technician,Research & Development,No,1,2,2,1,Stayed
494,1377,0.4883,0,High,86168,42078.0,Laboratory Technician,Research & Development,No,2,8,7,2,Stayed
495,1407,0.4875,0,High,86168,42008.0,Research Scientist,Research & Development,No,1,4,1,0,Stayed
496,1037,0.4875,0,High,86168,42005.0,Sales Executive,Sales,No,2,2,2,0,Left
497,1784,0.4875,0,High,86168,42004.0,Sales Executive,Sales,No,2,12,5,2,Stayed
498,910,0.4869,0,High,86168,41957.0,Human Resources,Human Resources,Yes,1,4,0,1,Stayed
499,1092,0.4856,0,High,86168,41845.0,Healthcare Representative,Research & Development,No,3,11,11,1,Stayed
500,682,0.4854,0,High,86168,41823.0,Sales Executive,Sales,No,2,14,8,0,Stayed
501,1132,0.4844,0,High,86168,41738.0,Laboratory Technician,Research & Development,No,2,5,0,0,Stayed
502,1837,0.4834,0,High,86168,41651.0,Research Director,Research & Development,Yes,4,2,2,0,Stayed
503,484,0.4792,0,High,86168,41294.0,Sales Representative,Sales,No,1,3,2,0,Stayed
504,757,0.4781,0,High,86168,41197.0,Healthcare Representative,Research & Development,No,2,5,4,0,Stayed
505,1935,0.4779,0,High,86168,41178.0,Sales Executive,Sales,No,2,0,0,1,Stayed
506,1826,0.4774,0,High,86168,41134.0,Laboratory Technician,Research & Development,No,1,5,0,1,Stayed
507,2054,0.4754,0,High,86168,40964.0,Research Scientist,Research & Development,No,1,5,0,0,Stayed
508,899,0.474,0,High,86168,40842.0,Manufacturing Director,Research & Development,No,3,13,4,0,Stayed
509,680,0.4738,0,High,86168,40822.0,Research Scientist,Research & Development,No,1,1,0,1,Stayed
510,197,0.4734,0,High,86168,40796.0,Research Scientist,Research & Development,No,1,3,2,1,Stayed
511,1981,0.4726,0,High,86168,40725.0,Healthcare Representative,Research & Development,No,2,4,1,0,Stayed
512,1395,0.4719,0,High,86168,40661.0,Sales Executive,Sales,No,2,5,1,0,Stayed
513,1244,0.4713,0,High,86168,40609.0,Research Scientist,Research & Development,Yes,1,9,6,2,Stayed
514,1956,0.471,0,High,86168,40585.0,Research Scientist,Research & Development,No,2,10,8,0,Stayed
515,2060,0.4707,0,High,86168,40559.0,Sales Representative,Sales,No,1,4,0,0,Stayed
516,1870,0.4705,0,High,86168,40543.0,Research Scientist,Research & Development,No,1,7,7,1,Stayed
517,679,0.4684,0,High,86168,40360.0,Research Scientist,Research & Development,Yes,2,6,0,1,Stayed
518,1908,0.4665,0,High,86168,40193.0,Sales Executive,Sales,No,2,4,1,2,Stayed
519,2038,0.4651,0,High,86168,40075.0,Research Scientist,Research & Development,No,1,4,1,0,Stayed
520,667,0.465,0,High,86168,40064.0,Sales Representative,Sales,No,1,4,0,1,Left
521,1622,0.4624,0,High,86168,39841.0,Manufacturing Director,Research & Development,No,2,5,0,1,Stayed
522,70,0.4619,0,High,86168,39803.0,Healthcare Representative,Research & Development,Yes,3,4,2,1,Stayed
523,630,0.4615,0,High,86168,39765.0,Research Scientist,Research & Development,Yes,2,10,6,2,Stayed
524,1641,0.4587,0,High,86168,39528.0,Manufacturing Director,Research & Development,Yes,3,4,3,0,Stayed
525,2045,0.4562,0,High,86168,39314.0,Sales Executive,Sales,No,2,6,0,1,Stayed
526,1056,0.4556,0,High,86168,39257.0,Sales Representative,Sales,No,1,1,0,0,Stayed
527,699,0.4554,0,High,86168,39242.0,Manufacturing Director,Research & Development,Yes,2,3,0,1,Stayed
528,311,0.4541,0,High,86168,39131.0,Sales Representative,Sales,No,1,9,5,1,Stayed
529,894,0.4533,0,High,86168,39059.0,Laboratory Technician,Research & Development,Yes,2,5,1,1,Stayed
530,549,0.4521,0,High,86168,38953.0,Manager,Research & Development,No,5,29,11,0,Stayed
531,861,0.4519,0,High,86168,38941.0,Research Scientist,Research & Development,No,1,5,0,1,Stayed
532,347,0.4513,0,High,86168,38887.0,Research Scientist,Research & Development,Yes,2,3,0,0,Stayed
533,1044,0.4501,0,High,86168,38783.0,Sales Representative,Sales,No,1,2,2,0,Stayed
534,330,0.4481,0,High,86168,38616.0,Sales Representative,Sales,No,1,4,1,1,Stayed
535,446,0.4478,0,High,86168,38583.0,Sales Executive,Sales,No,2,7,0,0,Stayed
536,455,0.4467,0,High,86168,38488.0,Laboratory Technician,Research & Development,No,1,3,2,0,Stayed
537,198,0.4467,0,High,86168,38488.0,Laboratory Technician,Research & Development,No,1,5,1,0,Stayed
538,1506,0.4466,0,High,86168,38484.0,Research Scientist,Research & Development,No,1,1,0,1,Stayed
539,804,0.4454,0,High,86168,38376.0,Research Scientist,Research & Development,No,1,6,1,0,Stayed
540,1212,0.4428,0,High,86168,38159.0,Sales Executive,Sales,No,2,0,0,3,Stayed
541,176,0.4425,0,High,86168,38127.0,Sales Executive,Sales,Yes,3,9,0,1,Stayed
